DOCUMENT_NO,DATE,CUSTOMER_NAME,TYPE,ITEM_NO,ITEM_DESCRIPTION,BAR_CODE,BRAND_NAME,ITEM_CATEGORY,QUANTITY,AMOUNT,UNIT_COST_LCY,SALESPERSON
267684,9/26/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
267740,9/26/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
268514,9/29/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,0,0,190.5959697,201
269865,10/2/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
270103,10/3/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
271003,10/7/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
271801,10/9/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
272756,10/13/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
272773,10/13/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
273307,10/19/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
273310,10/19/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
273319,10/19/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
274007,10/21/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
274581,10/22/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
276140,10/27/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
277551,10/31/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
278388,11/3/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
278895,11/5/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
279189,11/5/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
279686,11/7/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
281753,11/16/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
282823,11/19/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
283886,11/23/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
284094,11/24/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
284129,11/24/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
284589,11/25/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
286999,12/1/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
287130,12/2/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
287443,12/3/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
294846,12/30/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
294855,12/30/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
295301,12/31/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
295950,1/2/2014,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
296758,1/6/2014,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
297151,1/7/2014,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
297670,1/9/2014,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
300210,1/19/2014,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
300347,1/19/2014,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
300524,1/20/2014,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
300641,1/20/2014,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
301321,1/22/2014,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
303510,1/28/2014,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
304104,1/29/2014,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
306917,2/5/2014,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
307630,2/9/2014,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
308453,2/12/2014,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
309650,2/16/2014,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
309831,2/16/2014,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
315693,3/2/2014,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
317276,3/8/2014,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
317284,3/8/2014,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
319732,3/16/2014,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
328446,4/10/2014,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
350490,6/15/2014,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
359777,7/8/2014,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
190175,1/3/2013,PARSONS INTERNATIONAL LIMITED,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
190681,1/6/2013,PARSONS INTERNATIONAL LIMITED,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
195201,1/21/2013,PARSONS INTERNATIONAL LIMITED,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
195631,1/22/2013,PARSONS INTERNATIONAL LIMITED,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
195632,1/22/2013,PARSONS INTERNATIONAL LIMITED,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
195863,1/23/2013,PARSONS INTERNATIONAL LIMITED,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
198583,1/31/2013,PARSONS INTERNATIONAL LIMITED,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
198584,1/31/2013,PARSONS INTERNATIONAL LIMITED,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
202030,2/13/2013,PARSONS INTERNATIONAL LIMITED,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
202865,2/16/2013,PARSONS INTERNATIONAL LIMITED,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
205990,2/26/2013,PARSONS INTERNATIONAL LIMITED,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
209280,3/9/2013,PARSONS INTERNATIONAL LIMITED,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
209281,3/9/2013,PARSONS INTERNATIONAL LIMITED,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
209286,3/9/2013,PARSONS INTERNATIONAL LIMITED,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,0,0,190.5959697,201
210640,3/13/2013,PARSONS INTERNATIONAL LIMITED,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
214599,3/26/2013,PARSONS INTERNATIONAL LIMITED,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
215109,3/28/2013,PARSONS INTERNATIONAL LIMITED,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
219110,4/10/2013,PARSONS INTERNATIONAL LIMITED,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
220619,4/16/2013,PARSONS INTERNATIONAL LIMITED,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,400,190.5959697,201
220621,4/16/2013,PARSONS INTERNATIONAL LIMITED,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
222900,4/23/2013,PARSONS INTERNATIONAL LIMITED,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
225166,4/29/2013,PARSONS INTERNATIONAL LIMITED,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
258906,8/28/2013,PARSONS INTERNATIONAL LIMITED,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
281175,11/13/2013,PARSONS INTERNATIONAL LIMITED,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
283101,11/19/2013,PARSONS INTERNATIONAL LIMITED,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
51689,11/20/2013,PARSONS INTERNATIONAL LIMITED,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
248194,7/17/2013,PETROTEC,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
262036,9/7/2013,PETROTEC,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
280825,11/12/2013,PETROTEC,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
282740,11/18/2013,PETROTEC,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
284093,11/24/2013,PETROTEC,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
295664,12/31/2013,PETROTEC,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
298149,1/11/2014,PETROTEC,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
302333,1/25/2014,PETROTEC,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
304080,1/29/2014,PETROTEC,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
316539,3/5/2014,PETROTEC,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
324958,3/31/2014,PETROTEC,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
329798,4/15/2014,PETROTEC,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
337149,5/6/2014,PETROTEC,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
337858,5/8/2014,PETROTEC,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
342154,5/21/2014,PETROTEC,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
320848,3/19/2014,QATAR AIRWAYS,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
342155,5/21/2014,QATAR AIRWAYS,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
527499,9/8/2015,QATAR CHARITABLE SOCIETY,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,0,201
66828,7/16/2014,QATAR FERTILIZER CO. (QAFCO),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,-400,190.5959697,201
361980,7/16/2014,QATAR FERTILIZER CO. (QAFCO),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,400,0,201
204950,2/24/2013,QATAR KENTZ W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
217516,4/6/2013,QATAR KENTZ W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
244361,7/3/2013,QATAR KENTZ W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
255485,8/17/2013,QATAR KENTZ W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
262414,9/8/2013,QATAR KENTZ W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
266416,9/22/2013,QATAR KENTZ W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
283436,11/21/2013,QATAR KENTZ W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
284551,11/25/2013,QATAR KENTZ W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
285349,11/27/2013,QATAR KENTZ W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,400,190.5959697,201
286055,11/30/2013,QATAR KENTZ W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
294747,12/30/2013,QATAR KENTZ W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
301566,1/22/2014,QATAR KENTZ W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,350,0,201
312709,2/24/2014,QATAR KENTZ W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
327297,4/7/2014,QATAR KENTZ W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
328236,4/9/2014,QATAR KENTZ W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
336511,5/4/2014,QATAR KENTZ W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
405412,11/23/2014,QATAR KENTZ W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,0,201
544773,10/20/2015,QATAR KENTZ W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,0,201
396143,10/29/2014,QATAR PEST CONTROL CO.,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,293.88,0,201
270011,10/2/2013,QATAR PETROLEUM,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
49411,10/3/2013,QATAR PETROLEUM,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
204312,2/21/2013,QATAR PETROLEUM DEVELOPMENT CO. LTD.(JAPAN),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
270537,10/5/2013,QATAR PETROLEUM DEVELOPMENT CO. LTD.(JAPAN),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
321879,3/23/2014,QATAR PETROLEUM DEVELOPMENT CO. LTD.(JAPAN),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,350,0,201
321896,3/23/2014,QATAR PETROLEUM DEVELOPMENT CO. LTD.(JAPAN),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
321900,3/23/2014,QATAR PETROLEUM DEVELOPMENT CO. LTD.(JAPAN),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
411111,12/7/2014,QATAR PETROLEUM DEVELOPMENT CO. LTD.(JAPAN),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,0,201
633372,5/9/2016,RAGAM LIBRARY,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,291.67,190.5959697,201
320062,3/17/2014,SIX CONSTRUCT LTD,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
342151,5/21/2014,SIX CONSTRUCT -MIDMAC JV,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
192116,1/10/2013,SMEET W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
192144,1/10/2013,SMEET W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
203623,2/19/2013,SMEET W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,400,190.5959697,201
210419,3/13/2013,SMEET W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
226214,5/2/2013,SMEET W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
262412,9/8/2013,SMEET W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
274387,10/22/2013,SMEET W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
277409,10/30/2013,SMEET W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
277411,10/30/2013,SMEET W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
298921,1/14/2014,SMEET W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
308938,2/13/2014,SMEET W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
313136,2/24/2014,SMEET W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
313644,2/25/2014,SMEET W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
330031,4/15/2014,SMEET W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
357356,6/30/2014,SMEET W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
375122,8/30/2014,SMEET W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,2,600,0,201
246363,7/10/2013,TARGET ENGINEERING CONSTRUCTION CO.,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,190.5959697,201
257911,8/25/2013,TARGET ENGINEERING CONSTRUCTION CO.,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
322326,3/24/2014,TARGET ENGINEERING CONSTRUCTION CO.,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
325391,3/31/2014,TARGET ENGINEERING CONSTRUCTION CO.,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
325830,4/1/2014,TARGET ENGINEERING CONSTRUCTION CO.,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,0,201
328408,4/10/2014,TARGET ENGINEERING CONSTRUCTION CO.,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
342812,5/24/2014,TARGET ENGINEERING CONSTRUCTION CO.,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,0,201
345244,5/31/2014,TARGET ENGINEERING CONSTRUCTION CO.,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,0,201
76808,11/16/2014,TARGET ENGINEERING CONSTRUCTION CO.,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,-600,190.5959697,201
402505,11/16/2014,TARGET ENGINEERING CONSTRUCTION CO.,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,600,0,201
403046,11/16/2014,TARGET ENGINEERING CONSTRUCTION CO.,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,0,201
403507,11/17/2014,TARGET ENGINEERING CONSTRUCTION CO.,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,0,201
438497,2/17/2015,TARGET ENGINEERING CONSTRUCTION CO.,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,0,201
449158,3/14/2015,TARGET ENGINEERING CONSTRUCTION CO.,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,0,201
552982,11/8/2015,TARGET ENGINEERING CONSTRUCTION CO.,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,0,201
553467,11/9/2015,TARGET ENGINEERING CONSTRUCTION CO.,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,0,201
603764,3/3/2016,TARGET ENGINEERING CONSTRUCTION CO.,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,190.5959697,201
631817,5/5/2016,TARGET ENGINEERING CONSTRUCTION CO.,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,190.5959697,201
638214,5/19/2016,TARGET ENGINEERING CONSTRUCTION CO.,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,190.5959697,201
661728,7/11/2016,TARGET ENGINEERING CONSTRUCTION CO.,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,190.5959697,201
668312,7/25/2016,TARGET ENGINEERING CONSTRUCTION CO.,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,190.5959697,201
357365,6/30/2014,TELETRADE LLC,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
554119,11/10/2015,TEYSEER TRADING & CONTRACTING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,0,201
215756,3/30/2013,PARSONS INTERNATIONAL LIMITED,Resource,LABOUR,Labour Charges FOR 2 MFS/S IN OFFICE DOHA,nan,LABOUR,LABOUR,2,900,190.5959697,201
407771,11/29/2014,ALMANA TRADING CO.,Resource,EVAT01,Labour Travel Time 1,nan,LABOUR,LABOUR,1,291.04,0,201
399976,11/8/2014,CASH CLEARING,Resource,EVAT01,Labour Travel Time 1,nan,LABOUR,LABOUR,1,300,0,201
563034,11/30/2015,CASH CLEARING,Resource,EVAT01,Labour Travel Time 1,nan,LABOUR,LABOUR,1,300,0,201
590318,2/1/2016,CASH CLEARING,Resource,EVAT01,Labour Travel Time 1,nan,LABOUR,LABOUR,3,150,0,201
599897,2/24/2016,CASH CLEARING,Resource,EVAT01,Labour Travel Time 1,nan,LABOUR,LABOUR,2,670,0,201
403509,11/17/2014,TARGET ENGINEERING CONSTRUCTION CO.,Resource,EVAT01,Labour Travel Time 1,nan,LABOUR,LABOUR,1,300,0,201
448415,3/11/2015,FCC-YUKSEL-ARCHIRODON-PETROSERV JV(FYAP),Resource,EVAT02,Labour Work Time 1,nan,LABOUR,LABOUR,1,300,0,201
454012,3/25/2015,FCC-YUKSEL-ARCHIRODON-PETROSERV JV(FYAP),Resource,EVAT02,Labour Work Time 1,nan,LABOUR,LABOUR,1,300,0,201
472933,5/6/2015,FCC-YUKSEL-ARCHIRODON-PETROSERV JV(FYAP),Resource,EVAT02,Labour Work Time 1,nan,LABOUR,LABOUR,1,300,0,201
481121,5/25/2015,FCC-YUKSEL-ARCHIRODON-PETROSERV JV(FYAP),Resource,EVAT02,Labour Work Time 1,nan,LABOUR,LABOUR,1,300,0,201
413958,12/15/2014,GULF CONSOLIDATED CONTRACTORS,Resource,EVAT02,Labour Work Time 1,nan,LABOUR,LABOUR,1,300,0,201
397867,11/2/2014,CASH CLEARING,Resource,EVAT02,Labour Work Time 1,nan,LABOUR,LABOUR,1,400,0,201
398042,11/2/2014,CASH CLEARING,Resource,EVAT02,Labour Work Time 1,nan,LABOUR,LABOUR,1,300,0,201
417290,12/24/2014,CASH CLEARING,Resource,EVAT02,Labour Work Time 1,nan,LABOUR,LABOUR,1,300,0,201
450067,3/16/2015,CASH CLEARING,Resource,EVAT02,Labour Work Time 1,nan,LABOUR,LABOUR,1,300,0,201
465725,4/21/2015,CASH CLEARING,Resource,EVAT02,Labour Work Time 1,nan,LABOUR,LABOUR,1,300,0,201
465811,4/21/2015,CASH CLEARING,Resource,EVAT02,Labour Work Time 1,nan,LABOUR,LABOUR,1,300,0,201
469391,4/29/2015,CASH CLEARING,Resource,EVAT02,Labour Work Time 1,nan,LABOUR,LABOUR,1,300,0,201
478432,5/19/2015,CASH CLEARING,Resource,EVAT02,Labour Work Time 1,nan,LABOUR,LABOUR,1,300,0,201
485865,6/3/2015,CASH CLEARING,Resource,EVAT02,Labour Work Time 1,nan,LABOUR,LABOUR,1,294.55,0,201
487236,6/7/2015,CASH CLEARING,Resource,EVAT02,Labour Work Time 1,nan,LABOUR,LABOUR,1,300,0,201
507361,7/22/2015,CASH CLEARING,Resource,EVAT02,Labour Work Time 1,nan,LABOUR,LABOUR,1,0,0,201
519220,8/20/2015,CASH CLEARING,Resource,EVAT02,Labour Work Time 1,nan,LABOUR,LABOUR,1,300,0,201
524284,8/31/2015,CASH CLEARING,Resource,EVAT02,Labour Work Time 1,nan,LABOUR,LABOUR,1,296.15,0,201
527517,9/8/2015,CASH CLEARING,Resource,EVAT02,Labour Work Time 1,nan,LABOUR,LABOUR,1,300,0,201
550377,11/1/2015,CASH CLEARING,Resource,EVAT02,Labour Work Time 1,nan,LABOUR,LABOUR,1,300,0,201
210150,3/12/2013,CASH CLEARING,Resource,LABOUR,nan,nan,LABOUR,LABOUR,1,400,190.5959697,201
671963,8/1/2016,SIX CONSTRUCT -MIDMAC JV,Item,19658,COMBI PACK CW300 C,21660,OCE,SUPPLIES,4,5200,190.5959697,201
671963,8/1/2016,SIX CONSTRUCT -MIDMAC JV,Item,19764,COMBI PACK CW300 K,21660,OCE,SUPPLIES,4,5200,190.5959697,201
671963,8/1/2016,SIX CONSTRUCT -MIDMAC JV,Item,19659,COMBI PACK CW300 M,21660,OCE,SUPPLIES,4,5200,190.5959697,201
671963,8/1/2016,SIX CONSTRUCT -MIDMAC JV,Item,19660,COMBI PACK CW300 Y,21660,OCE,SUPPLIES,4,5200,190.5959697,201
464771,4/19/2015,ATLANTIC OCEAN LIBRARY,Item,443,GEAR,21660,OCE,SPARE PARTS,2,100,2.494,201
464771,4/19/2015,ATLANTIC OCEAN LIBRARY,Item,444,GEAR,21660,OCE,SPARE PARTS,1,50,2.62,201
464771,4/19/2015,ATLANTIC OCEAN LIBRARY,Item,471,GEAR/PULLY ASSY,21660,OCE,SPARE PARTS,1,100,19.694,201
464771,4/19/2015,ATLANTIC OCEAN LIBRARY,Item,1437,GEAR1X27-BEARING,21660,OCE,SPARE PARTS,1,100,21.144,201
